Player,Nation,Pos,SoT%,Squad,Comp,Age,MP,G/90,G/Sh,G/SoT,PKGoals,PKAttempted,Goals,Pass,PassCompleted,PassComp%,PasShoCmp%,PasMedCmp%,PasLonCmp%,Assist,Cross,CrossCompleted,CrossComp%,Tackle_Won,Interception ,SucDribble,Dribble,DribbleComp%,DribblePast%,YCards,RCards,Fls,Fld,OGoals,AerWon,AerLost,AerWon%,AerLost%,PasswHead,PasswHead%,PKwon,but_par_tir,but_par_tir_cadre,but_par_90min,pass_short_comp,pass_medium_comp,pass_long_comp,tete_reussi,passe_avec_tete,Dribbles_reussis,Dribles_passes,Tir,Tete,Passe,Dribbles,Note Finale,classement_equipe
Gaëtan-Laborde,FRA,FW,38.6,Rennes,Ligue 1,28.0,34,0.4,0.12,0.31,2,2,12,658,434,65.96,74.8,61.5,66.7,8,39,10,25.64,15,0.99,15,39,38.46,1.44,1,0,35,21,0,88,139,38.72,0,53,8.05,0.0,66,63,77,24,19,77,57,81,24,7,69,69,40,16,48.0,4
Nikola-Kalini?,CRO,FW,30.8,Hellas Verona,Serie A,34.0,14,0.89,0.31,1.0,0,0,4,102,85,83.33,87.7,83.9,66.7,1,1,0,0.0,1,0.67,3,7,42.86,9.57,5,1,16,10,0,6,10,37.46,0,1,0.98,0.22,98,100,97,81,83,77,53,15,32,73,72,25,59,38,48.0,5
Gianluca-Caprari,ITA,FWMF,40.0,Hellas Verona,Serie A,28.0,35,0.39,0.15,0.38,2,2,12,1272,965,75.86,87.8,78.2,46.5,7,61,7,11.48,30,2.14,60,116,51.72,1.84,4,0,55,81,0,10,48,17.28,0,29,2.28,0.03,78,74,77,81,66,33,13,28,61,15,76,20,60,38,48.0,4
Caleb-Ekuban,GHA,FWMF,17.9,Genoa,Serie A,28.0,30,0.05,0.03,0.14,0,0,1,433,301,69.52,80.9,66.7,56.5,2,11,1,9.09,14,1.94,23,45,51.11,3.27,2,0,26,34,0,40,64,38.42,0,22,5.08,0.0,36,39,34,51,28,58,56,61,59,42,36,58,46,50,48.0,1
Asier-Villalibre,ESP,FW,31.6,Athletic Club,La Liga,24.0,19,0.33,0.11,0.33,0,0,2,125,77,61.6,72.7,64.1,11.1,0,4,0,0.0,3,0.33,4,8,50.0,10.25,0,0,12,14,0,22,15,59.47,0,10,8.0,0.0,63,69,68,21,22,16,93,80,57,74,54,71,16,53,48.0,3
Teemu-Pukki,FIN,FW,35.3,Norwich City,Premier League,32.0,37,0.3,0.12,0.33,3,3,11,528,394,74.62,80.4,77.8,70.0,3,25,1,4.0,11,0.75,30,65,46.15,1.37,4,0,44,29,0,16,108,12.83,0,29,5.49,0.03,66,69,64,49,64,81,9,64,41,7,66,36,65,24,48.0,2
Stevan-Joveti?,MNE,FW,35.6,Hertha BSC,Bundesliga,32.0,18,0.53,0.13,0.38,0,0,6,377,264,70.03,81.6,67.3,55.8,1,8,3,37.5,3,2.39,11,29,37.93,4.9,3,0,10,20,0,24,26,47.96,0,27,7.16,0.0,70,74,88,54,30,56,78,77,23,57,62,62,37,32,48.0,3
Isaac-Palazón-Camacho,ESP,FWMF,22.0,Rayo Vallecano,La Liga,27.0,34,0.08,0.03,0.15,0,0,2,895,646,72.18,82.7,79.0,51.4,4,30,4,13.33,30,1.5,34,75,45.33,2.0,7,0,39,78,0,61,76,44.53,0,53,5.92,0.0,36,40,36,60,69,47,72,69,38,19,37,70,59,28,48.0,5
Dominic-Calvert-Lewin,ENG,FW,36.7,Everton,Premier League,25.0,17,0.35,0.1,0.27,2,3,5,291,180,61.86,65.0,52.9,75.0,2,3,0,0.0,11,0.98,6,10,60.0,4.2,2,0,21,22,0,97,107,47.55,1,32,11.0,0.07,59,55,71,8,12,87,77,90,79,51,48,65,28,51,48.0,1
João-Pedro,BRA,FWMF,34.0,Watford,Premier League,20.0,28,0.16,0.06,0.19,0,0,3,575,396,68.87,72.9,70.6,66.2,1,25,4,16.0,17,1.58,51,98,52.04,3.17,1,0,17,38,0,62,108,36.49,0,40,6.96,0.0,43,43,45,21,39,73,50,75,62,40,42,60,43,49,48.0,4
Alexander-Isak,SWE,FW,45.1,Real Sociedad,La Liga,22.0,32,0.25,0.06,0.13,2,3,6,454,331,72.91,81.4,74.4,57.6,2,22,2,9.09,9,0.92,42,92,45.65,2.2,6,0,33,34,0,31,53,36.83,0,22,4.85,0.0,43,37,58,53,51,60,52,59,39,23,46,56,55,31,47.0,3
Junior-Messias,BRA,FWMF,38.6,Milan,Serie A,31.0,26,0.31,0.11,0.29,0,0,5,546,368,67.4,77.3,67.2,44.6,2,35,6,17.14,24,1.7,28,58,48.28,3.26,2,0,25,26,0,30,43,41.18,0,31,5.68,0.0,63,60,66,34,29,30,63,66,46,41,59,60,29,41,47.0,5
Ermedin-Demirovi?,BIH,FWMF,34.6,Freiburg,Bundesliga,24.0,31,0.21,0.08,0.22,0,0,2,174,112,64.37,71.7,64.3,54.5,3,8,2,25.0,4,0.72,10,22,45.45,5.64,4,0,30,8,0,20,54,27.0,0,16,9.2,0.0,51,48,53,17,23,53,27,86,39,61,51,56,31,50,47.0,4
Dani-Gómez,ESP,FW,45.2,Levante,La Liga,23.0,28,0.34,0.13,0.29,0,0,4,207,165,79.71,87.4,81.4,55.6,2,8,1,12.5,7,0.76,18,45,40.0,3.76,1,0,19,24,0,7,46,13.14,0,5,2.42,0.08,70,60,69,80,76,56,9,30,27,47,64,19,68,36,47.0,1
Kevin-Schade,GER,FWMF,47.4,Freiburg,Bundesliga,20.0,21,0.43,0.21,0.44,0,0,4,195,109,55.9,67.3,55.2,29.2,1,15,2,13.33,11,2.17,14,40,35.0,4.62,2,0,25,28,0,38,40,48.7,0,24,12.31,0.0,91,84,80,11,13,18,79,92,19,54,72,73,12,31,47.0,5
Jaime-Mata,ESP,FW,33.3,Getafe,La Liga,33.0,22,0.13,0.11,0.33,0,0,1,202,134,66.34,72.0,70.7,50.0,0,6,0,0.0,4,1.33,5,9,55.56,7.44,7,0,23,17,0,26,61,29.91,1,15,7.43,0.0,63,69,41,18,39,45,32,78,70,68,50,48,29,60,47.0,3
Armando-Broja,ALB,FW,39.6,Southampton,Premier League,20.0,32,0.27,0.13,0.32,0,0,6,404,250,61.88,69.8,53.0,38.5,0,19,0,0.0,12,1.05,31,64,48.44,2.42,2,0,38,32,0,94,175,34.93,1,58,14.36,0.05,70,64,61,14,12,23,46,95,47,26,65,70,16,36,47.0,2
Sardar-Azmoun,IRN,FWMF,40.0,Leverkusen,Bundesliga,27.0,9,0.25,0.1,0.25,0,0,1,112,80,71.43,81.1,69.0,87.5,1,0,0,,1,0.75,3,4,75.0,18.75,0,0,8,5,0,11,7,61.11,0,8,7.14,0.0,59,53,58,52,35,93,93,76,93,83,37,55,39,57,47.0,5
Mason-Greenwood,ENG,FWMF,37.5,Manchester Utd,Premier League,20.0,18,0.35,0.1,0.28,0,0,5,504,398,78.97,86.4,84.1,57.3,1,25,3,12.0,8,1.49,29,50,58.0,4.4,1,0,21,22,0,6,9,40.19,0,5,0.99,0.0,59,56,71,76,83,59,61,15,74,53,50,30,58,51,47.0,4
Wu-Lei,CHN,FWMF,71.4,Espanyol,La Liga,30.0,23,0.19,0.14,0.2,0,0,1,101,72,71.29,80.4,76.7,36.4,0,4,0,0.0,4,0.94,2,8,25.0,4.75,0,0,7,6,0,12,17,41.32,0,14,13.86,0.0,75,45,49,49,61,21,63,95,11,55,50,70,39,29,47.0,3
Chris-Wood,NZL,FW,32.3,Burnley,Premier League,30.0,17,0.2,0.1,0.3,0,0,3,308,182,59.09,63.8,58.0,75.0,0,5,0,0.0,8,0.79,5,9,55.56,3.67,1,0,14,9,0,114,105,52.05,1,42,13.64,0.0,59,62,51,7,14,87,86,94,70,46,45,70,28,45,47.0,3
Neymar,BRA,FWMF,50.0,Paris S-G,Ligue 1,30.0,22,0.63,0.2,0.4,3,4,13,1335,1063,79.63,86.0,82.0,59.6,6,32,3,9.38,15,3.64,67,140,47.86,2.64,10,0,32,74,0,4,10,27.94,0,14,1.05,0.05,90,78,92,74,78,64,28,15,45,31,75,19,62,33,47.0,6
Lorenzo-Insigne,ITA,FW,29.6,Napoli,Serie A,30.0,32,0.43,0.02,0.08,9,13,11,1509,1201,79.59,89.7,85.6,55.5,8,52,7,13.46,21,2.36,43,89,48.31,2.17,2,0,19,25,0,5,10,33.9,0,21,1.39,0.0,35,35,80,86,85,55,43,18,46,22,50,30,75,34,47.0,6
Francesco-Forte,ITA,FW,18.2,Venezia,Serie A,29.0,12,0.21,0.09,0.5,0,0,1,77,55,71.43,79.5,71.0,0.0,0,3,0,0.0,3,0.85,2,3,66.67,14.33,3,0,11,6,0,19,16,54.3,0,7,9.09,0.0,55,91,53,44,41,15,88,85,89,79,46,61,23,59,47.0,3
Willem-Geubbels,FRA,FWMF,23.1,Nantes,Ligue 1,20.0,22,0.33,0.15,0.67,0,0,2,143,101,70.63,81.2,78.7,28.6,1,7,0,0.0,4,1.17,5,17,29.41,4.88,1,0,11,4,0,9,19,32.12,0,11,7.69,0.0,78,96,68,53,68,18,37,79,12,56,70,50,40,29,47.0,4
Andy-Delort,ALG,FW,37.8,Nice,Ligue 1,30.0,32,0.59,0.13,0.35,3,3,16,685,419,61.17,70.2,59.2,46.8,2,49,9,18.37,10,1.18,15,40,37.5,1.48,3,0,38,49,0,87,114,43.3,0,54,7.88,0.04,70,71,91,15,14,34,69,80,23,8,77,74,21,16,47.0,4
Youssef-En-Nesyri,MAR,FW,33.3,Sevilla,La Liga,24.0,23,0.35,0.11,0.33,1,1,5,183,126,68.85,75.3,68.3,54.5,1,4,0,0.0,5,0.49,6,16,37.5,2.62,1,0,11,11,0,46,57,44.69,0,22,12.02,0.07,63,69,71,28,32,53,72,92,23,30,60,72,33,23,47.0,5
Martin-Satriano,ITA,FW,37.5,Brest,Ligue 1,21.0,15,0.38,0.17,0.44,0,0,4,175,130,74.29,84.2,66.0,65.0,0,5,0,0.0,3,0.67,9,18,50.0,4.83,5,0,15,13,0,19,45,29.71,0,19,10.86,0.0,84,84,76,65,24,72,31,90,57,56,61,45,40,42,47.0,4
Randal-Kolo-Muani,FRA,FWMF,47.3,Nantes,Ligue 1,23.0,36,0.37,0.22,0.46,0,0,12,599,403,67.28,77.0,62.9,44.1,4,40,6,15.0,19,0.88,47,99,47.47,1.57,2,0,57,73,0,71,122,36.73,0,22,3.67,0.03,93,85,74,33,20,30,51,45,44,10,84,48,28,27,47.0,5
Osman-Bukari,GHA,FWMF,45.0,Nantes,Ligue 1,23.0,24,0.18,0.1,0.22,0,0,2,320,240,75.0,83.6,76.0,34.6,4,19,4,21.05,10,1.16,22,46,47.83,4.46,1,0,14,5,0,10,14,41.59,0,16,5.0,0.0,59,48,47,64,58,20,64,61,45,53,46,56,43,44,47.0,3
Ismaila-Sarr,SEN,FWMF,39.5,Watford,Premier League,24.0,22,0.24,0.13,0.33,0,1,5,467,329,70.45,79.9,72.6,54.2,2,48,4,8.33,7,1.3,35,68,51.47,2.63,2,0,21,47,0,13,23,36.21,0,30,6.42,0.0,70,69,56,45,46,52,50,73,60,30,56,53,41,39,47.0,5
Jesús-Corona,MEX,FWDF,33.3,Sevilla,La Liga,29.0,18,0.16,0.17,0.5,0,0,2,609,474,77.83,88.0,79.4,52.3,4,45,6,13.33,7,1.55,18,38,47.37,3.87,2,0,13,29,0,12,15,44.5,0,13,2.13,0.0,84,91,45,82,70,48,72,26,44,48,59,39,53,37,47.0,4
Arnaud-Kalimuendo,FRA,FW,48.3,Lens,Ligue 1,20.0,32,0.5,0.17,0.34,2,2,12,489,403,82.41,83.8,88.7,69.0,0,14,3,21.43,8,0.79,19,54,35.19,1.63,1,1,14,40,0,8,39,16.84,0,3,0.61,0.0,84,69,85,64,90,80,12,13,20,11,79,12,78,16,46.0,4
Anthony-Martial,FRA,FW,40.0,Manchester Utd,Premier League,26.0,8,0.42,0.2,0.5,0,0,1,83,65,78.31,80.0,84.8,50.0,0,5,0,0.0,1,2.5,5,7,71.43,29.71,0,0,1,4,0,5,3,62.46,0,0,0.0,0.0,90,91,79,47,85,45,94,12,91,88,55,34,37,57,46.0,5
Francisco-Trincão,POR,FWMF,41.9,Wolves,Premier League,22.0,28,0.14,0.06,0.15,0,0,2,459,355,77.34,86.7,83.6,55.6,1,24,5,20.83,15,1.28,44,92,47.83,3.89,0,0,16,23,0,5,20,20.12,0,18,3.92,0.0,43,40,42,77,82,56,15,48,45,48,40,30,69,45,46.0,3
Alfre?-Finnbogason,ISL,FWMF,66.7,Augsburg,Bundesliga,33.0,10,0.63,0.33,0.5,0,0,2,72,43,59.72,65.7,69.6,66.7,1,1,0,0.0,0,2.19,4,10,40.0,12.5,0,0,4,1,0,8,7,53.3,0,7,9.72,0.0,98,91,92,8,36,77,87,87,27,78,62,58,27,35,46.0,3
Moses-Simon,NGA,FWMF,34.1,Nantes,Ligue 1,26.0,30,0.23,0.15,0.43,0,0,6,821,531,64.68,82.0,68.4,39.4,8,107,20,18.69,15,1.47,39,91,42.86,1.82,3,0,14,30,0,15,25,37.42,0,30,3.65,0.0,78,82,55,56,33,23,53,45,32,15,72,49,37,24,46.0,6
Alexandre-Lacazette,FRA,FWMF,27.9,Arsenal,Premier League,31.0,30,0.2,0.05,0.17,2,3,4,455,350,76.92,81.6,73.1,65.6,7,7,1,14.29,19,1.46,17,30,56.67,2.87,0,0,37,36,0,22,68,24.45,0,14,3.08,0.2,39,42,51,54,47,73,21,38,72,35,44,30,58,54,46.0,3
Sasa-Kalajdzic,AUT,FW,36.1,Stuttgart,Bundesliga,24.0,15,0.44,0.14,0.38,1,2,6,381,266,69.82,79.3,67.9,54.1,1,6,1,16.67,4,1.18,6,14,42.86,3.14,2,0,13,20,0,82,57,59.0,0,32,8.4,0.0,75,74,81,43,31,52,92,82,32,40,58,65,32,27,46.0,2
Rodrygo,BRA,FW,42.9,Real Madrid,La Liga,21.0,32,0.25,0.11,0.27,0,0,4,673,558,82.91,93.4,80.0,35.3,4,24,1,4.17,15,1.11,27,63,42.86,3.03,4,0,23,30,0,12,31,27.92,0,15,2.23,0.19,63,55,58,92,72,20,28,27,32,39,59,28,61,36,46.0,6
Grejohn-Kyei,FRA,FW,27.3,Clermont Foot,Ligue 1,26.0,14,0.0,0.0,0.0,0,0,0,93,70,75.27,85.7,70.8,50.0,1,0,0,,1,0.91,6,9,66.67,17.67,1,0,14,9,0,12,11,52.2,0,5,5.38,0.0,34,34,33,73,40,45,87,63,89,82,25,55,39,63,46.0,6
Joselu,ESP,FW,36.7,Alavés,La Liga,32.0,37,0.4,0.09,0.24,6,7,14,1120,687,61.34,72.4,57.2,42.2,4,40,4,10.0,8,1.24,16,48,33.33,1.15,0,0,47,64,0,314,171,64.74,0,132,11.79,0.06,55,50,77,19,13,26,94,91,18,7,61,92,19,12,46.0,1
El-Bilal-Touré,MLI,FW,33.3,Reims,Ligue 1,20.0,21,0.15,0.03,0.09,1,1,2,332,245,73.8,81.8,73.5,44.4,4,5,1,20.0,11,0.98,11,21,52.38,3.95,2,0,20,17,0,52,62,45.62,0,33,9.94,0.0,36,35,42,55,49,30,75,88,63,48,32,69,38,47,46.0,3
José-Luis-Morales,ESP,FWMF,42.1,Levante,La Liga,34.0,35,0.43,0.13,0.31,3,5,13,779,520,66.75,80.2,70.3,48.2,7,77,12,15.58,16,1.32,60,131,45.8,1.79,7,0,33,46,0,22,35,38.62,0,23,2.95,0.03,70,63,80,48,38,35,57,37,40,14,71,47,40,27,46.0,2
Munir-El-Haddadi,MAR,FWMF,53.8,Sevilla,La Liga,26.0,16,0.38,0.15,0.29,0,0,2,136,105,77.21,87.7,75.6,53.8,0,6,2,33.33,3,1.13,1,3,33.33,6.33,3,0,10,13,0,11,16,40.78,0,7,5.15,0.0,78,60,76,81,56,51,62,62,18,65,55,48,48,32,46.0,6
Sergio-Agüero,ARG,FW,16.7,Barcelona,La Liga,33.0,4,0.59,0.17,1.0,0,0,1,42,31,73.81,72.0,66.7,100.0,0,4,0,0.0,1,0.0,1,1,100.0,59.0,0,0,1,2,0,4,2,66.57,0,3,7.14,0.0,84,100,91,18,28,100,95,76,100,93,52,48,28,55,46.0,4
Joaquín,ESP,FWMF,36.4,Betis,La Liga,40.0,21,0.0,0.0,0.0,0,0,0,271,211,77.86,89.2,80.2,51.1,1,15,1,6.67,4,1.54,19,31,61.29,13.03,0,0,1,9,0,3,12,20.07,0,11,4.06,0.0,34,34,33,84,73,46,15,51,81,78,29,28,58,68,46.0,6
Ivan-Toney,ENG,FW,28.9,Brentford,Premier League,26.0,33,0.37,0.08,0.29,5,5,12,779,459,58.92,69.1,54.7,45.9,5,29,2,6.9,20,1.52,22,49,44.9,1.51,8,0,61,84,0,150,140,51.73,0,55,7.06,0.09,51,60,74,13,12,32,86,76,37,9,62,81,19,23,46.0,2
Mohamed-Salah,EGY,FW,36.6,Liverpool,Premier League,29.0,35,0.75,0.13,0.37,5,6,23,1117,868,77.71,86.9,77.1,52.7,13,51,8,15.69,7,1.92,57,136,41.91,1.68,1,0,13,30,0,13,46,21.88,0,24,2.15,0.07,70,72,95,78,62,48,16,26,30,11,79,21,63,20,46.0,5
Ezequiel-Ávila,ARG,FWMF,25.0,Osasuna,La Liga,28.0,36,0.29,0.08,0.33,1,1,6,544,308,56.62,67.0,62.3,43.4,1,58,17,29.31,9,1.25,12,31,38.71,2.81,9,1,37,39,0,52,84,38.23,0,69,12.68,0.0,51,69,63,11,19,28,55,93,24,33,61,74,19,28,46.0,4
Loren-Morón,ESP,FWMF,20.0,Espanyol,La Liga,28.0,21,0.16,0.1,0.5,0,0,1,94,57,60.64,72.1,61.5,58.3,0,5,1,20.0,7,0.79,2,6,33.33,8.0,0,0,11,15,0,30,32,48.37,0,6,6.38,0.0,59,91,45,18,19,62,78,72,18,69,55,64,28,37,46.0,4
Adam-Idah,IRL,FWMF,28.6,Norwich City,Premier League,21.0,17,0.14,0.07,0.25,0,0,1,143,97,67.83,66.7,80.0,66.7,1,11,2,18.18,6,1.01,12,16,75.0,10.88,0,0,10,12,0,16,36,30.77,0,8,5.59,0.0,46,53,42,10,72,77,34,66,93,76,37,39,42,66,46.0,3
Arnaud-Nordin,FRA,FWMF,42.9,Saint-Étienne,Ligue 1,23.0,36,0.19,0.08,0.19,0,0,4,596,448,75.17,84.1,78.5,49.3,4,36,6,16.67,13,0.82,30,65,46.15,2.45,4,0,19,53,0,18,41,30.63,0,29,4.87,0.05,51,43,49,65,67,37,34,60,41,27,48,47,56,34,46.0,2
Sven-Michel,GER,FW,33.3,Union Berlin,Bundesliga,31.0,13,0.79,0.33,1.0,0,0,3,122,82,67.21,79.6,54.1,68.8,1,8,2,25.0,7,1.58,3,13,23.08,8.08,2,0,14,4,0,17,27,38.6,1,10,8.2,0.0,98,100,95,44,12,79,57,81,10,70,70,49,32,29,45.0,4
Amine-Adli,FRA,FWMF,50.0,Leverkusen,Bundesliga,22.0,25,0.21,0.08,0.16,0,0,3,518,391,75.48,84.1,75.1,45.2,2,26,8,30.77,25,2.79,24,45,53.33,4.29,3,0,27,32,0,19,35,35.23,0,12,2.32,0.0,51,40,53,65,55,31,47,29,66,51,44,35,46,54,45.0,6
Youssoufa-Moukoko,GER,FW,37.5,Dortmund,Bundesliga,17.0,16,0.8,0.25,0.67,0,0,2,43,36,83.72,84.2,92.9,75.0,0,1,0,0.0,1,0.8,1,7,14.29,5.71,1,0,6,4,0,2,7,22.22,0,1,2.33,0.0,95,96,96,65,93,87,17,29,8,62,73,18,63,27,45.0,3
Matteo-Politano,ITA,FW,26.2,Napoli,Serie A,28.0,33,0.16,0.07,0.27,0,0,3,774,552,71.32,86.6,72.6,40.5,4,69,8,11.59,18,1.86,22,44,50.0,2.98,3,0,20,28,0,8,16,33.59,0,15,1.94,0.0,46,55,45,77,46,24,43,23,57,38,49,33,49,48,45.0,7
Patson-Daka,ZAM,FW,57.7,Leicester City,Premier League,23.0,23,0.39,0.19,0.33,0,0,5,223,171,76.68,84.1,77.9,80.0,3,4,1,25.0,11,1.09,3,18,16.67,2.61,2,0,20,16,0,22,49,31.03,0,6,2.69,0.0,88,69,77,65,65,91,35,33,9,30,69,30,65,17,45.0,3
Mama-Samba-Baldé,GNB,FWMF,36.2,Troyes,Ligue 1,26.0,30,0.16,0.06,0.18,0,1,3,433,298,68.82,77.1,72.8,58.5,2,17,1,5.88,25,1.2,42,90,46.67,2.91,1,1,43,27,0,29,43,40.32,0,13,3.0,0.05,43,42,45,33,47,62,62,37,42,36,43,50,47,39,45.0,2
Michail-Antonio,JAM,FW,32.5,West Ham,Premier League,32.0,36,0.3,0.12,0.37,0,1,10,710,465,65.49,76.9,68.1,53.6,8,54,13,24.07,23,1.03,45,94,47.87,1.57,8,1,51,63,0,81,145,35.82,0,28,3.94,0.0,66,72,64,32,31,50,48,48,45,10,67,48,38,28,45.0,4
Jarrod-Bowen,ENG,FW,41.3,West Ham,Premier League,25.0,36,0.36,0.15,0.36,0,0,12,862,587,68.1,80.6,74.7,50.5,10,57,5,8.77,26,1.09,27,66,40.91,1.33,6,0,26,51,0,40,78,33.89,0,23,2.67,0.06,78,72,72,50,52,45,43,33,28,7,74,38,49,18,45.0,5
Mat?j-Vydra,CZE,FW,36.8,Burnley,Premier League,30.0,22,0.27,0.11,0.29,0,0,2,112,76,67.86,71.0,66.7,50.0,3,3,0,0.0,8,1.2,5,10,50.0,6.7,1,0,13,11,0,19,62,23.43,1,16,14.29,0.0,63,60,61,16,28,45,19,95,57,66,53,49,26,53,45.0,4
Mattia-Destro,ITA,FW,38.2,Genoa,Serie A,31.0,27,0.46,0.16,0.43,0,0,9,347,209,60.23,67.7,55.6,45.5,1,5,1,20.0,8,0.88,10,29,34.48,1.79,4,0,44,34,0,69,129,34.87,0,49,14.12,0.0,81,82,83,11,13,32,46,95,19,14,78,67,18,16,45.0,2
Paco-Alcácer,ESP,FW,42.1,Villarreal,La Liga,28.0,18,0.11,0.05,0.13,0,0,1,172,125,72.67,81.8,67.4,70.0,3,2,1,50.0,3,0.92,4,7,57.14,6.57,1,0,7,7,0,16,24,40.0,0,10,5.81,0.0,39,37,38,55,30,81,61,68,72,65,30,52,44,55,45.0,3
Kelechi-Iheanacho,NGA,FW,35.5,Leicester City,Premier League,25.0,26,0.29,0.13,0.36,0,0,4,353,272,77.05,83.6,83.2,48.4,5,10,2,20.0,9,1.0,15,32,46.88,3.56,1,0,26,12,0,15,46,24.54,0,5,1.42,0.0,70,72,63,64,81,35,22,18,43,45,64,19,56,41,45.0,4
Ante-Rebi?,CRO,FW,20.0,Milan,Serie A,28.0,24,0.2,0.07,0.33,0,0,2,304,196,64.47,73.9,60.3,59.6,2,33,8,24.24,6,2.53,20,33,60.61,6.12,2,0,17,9,0,11,25,30.49,0,11,3.62,0.0,46,69,51,22,17,64,34,44,79,64,50,35,31,64,45.0,6
Bukayo-Saka,ENG,FWMF,30.5,Arsenal,Premier League,20.0,38,0.33,0.09,0.31,2,2,11,1185,890,75.11,85.1,77.9,46.0,7,72,7,9.72,23,1.66,49,100,49.0,1.54,6,0,38,76,0,30,57,34.6,0,20,1.69,0.06,55,63,68,70,65,32,44,19,49,9,62,32,56,29,45.0,4
Edinson-Cavani,URU,FW,33.3,Manchester Utd,Premier League,35.0,15,0.24,0.11,0.33,0,0,2,226,180,79.65,86.7,74.6,57.9,1,3,0,0.0,2,0.94,4,5,80.0,9.4,0,0,9,6,0,5,15,25.11,0,8,3.54,0.0,63,69,56,77,52,60,24,43,94,72,47,25,47,62,45.0,6
Sofiane-Boufal,MAR,FWMF,38.7,Angers,Ligue 1,28.0,29,0.31,0.08,0.21,3,3,8,1023,774,75.66,84.5,83.0,53.6,4,52,4,7.69,33,1.81,95,184,51.63,2.29,6,0,49,82,0,12,47,20.26,0,13,1.27,0.08,51,47,66,68,80,50,15,16,60,24,54,15,65,41,44.0,2
Maranhão,BRA,FWMF,25.8,Valencia,La Liga,25.0,29,0.09,0.03,0.13,0,0,1,194,121,62.37,74.5,68.0,46.4,3,4,0,0.0,7,0.65,14,34,41.18,3.82,3,0,23,26,0,40,55,42.09,0,17,8.76,0.09,36,37,36,24,31,32,66,83,29,47,36,73,29,37,44.0,4
Édgar-Méndez,ESP,FWMF,30.8,Alavés,La Liga,32.0,32,0.06,0.04,0.13,0,0,1,432,264,61.11,72.3,65.9,48.6,1,48,15,31.25,16,0.84,16,35,45.71,2.54,6,0,55,35,0,40,53,42.97,0,43,9.95,0.0,37,37,35,19,24,35,68,88,40,28,36,78,26,34,44.0,2
Jeremy-Doku,BEL,FWMF,40.0,Rennes,Ligue 1,20.0,14,0.19,0.2,0.5,0,0,1,165,121,73.33,75.3,82.4,50.0,2,18,2,11.11,4,1.73,29,45,64.44,12.82,2,0,9,18,0,3,8,27.36,0,5,3.03,0.0,90,91,49,28,79,45,27,38,85,78,56,24,37,60,44.0,5
Jamie-Leweling,GER,FWDF,35.6,Greuther Fürth,Bundesliga,21.0,33,0.23,0.11,0.31,0,0,5,422,279,66.11,76.7,73.5,45.2,1,40,3,7.5,10,0.96,42,80,52.5,2.58,3,0,18,52,0,19,73,20.62,0,17,4.03,0.05,63,63,55,32,49,31,16,51,63,29,60,34,37,46,44.0,1
Gaëtan-Laborde,FRA,FW,38.5,Montpellier,Ligue 1,28.0,4,0.79,0.23,0.6,0,0,3,97,61,62.89,67.3,61.5,75.0,0,5,2,40.0,1,1.84,3,4,75.0,26.25,1,0,3,3,0,14,16,46.64,0,13,13.4,0.0,94,95,95,11,19,87,76,94,93,87,54,48,22,51,44.0,4
Lebo-Mothiba,RSA,FWMF,40.0,Troyes,Ligue 1,26.0,13,0.34,0.2,0.5,1,1,2,127,108,85.04,91.8,84.8,57.1,0,3,1,33.33,6,0.52,2,6,33.33,5.67,1,0,10,15,0,8,16,33.33,0,5,3.94,0.17,90,91,69,90,85,59,42,48,18,62,60,32,56,29,44.0,3
Rodrigo,ESP,FW,46.7,Betis,La Liga,22.0,21,0.1,0.07,0.14,0,0,1,413,340,82.32,90.2,83.2,66.1,2,16,2,12.5,7,1.94,14,24,58.33,6.38,1,0,3,18,0,2,11,15.15,0,5,1.21,0.0,46,39,37,88,81,73,10,16,75,65,35,11,69,60,44.0,7
Jacob-Murphy,ENG,FWDF,21.4,Newcastle Utd,Premier League,27.0,33,0.06,0.04,0.17,0,0,1,571,363,63.57,77.9,71.6,37.4,2,49,10,20.41,17,2.2,15,28,53.57,3.71,4,0,24,17,0,13,34,27.62,0,33,5.78,0.0,37,42,35,36,43,21,27,67,66,46,38,47,33,56,44.0,3
Dejan-Kulusevski,SWE,FWMF,33.3,Juventus,Serie A,22.0,20,0.12,0.06,0.17,0,0,1,244,196,80.33,79.0,91.9,77.8,3,11,3,27.27,11,1.16,12,27,44.44,6.44,1,0,32,12,0,11,22,33.33,0,9,3.69,0.0,43,42,39,41,92,89,42,46,37,65,34,37,62,42,44.0,4
Simeon-Nwankwo,NGA,FW,30.0,Salernitana,Serie A,30.0,19,0.11,0.05,0.17,0,0,1,185,137,74.05,82.5,71.1,77.8,1,0,0,,4,0.74,6,8,75.0,8.0,0,0,13,12,0,21,49,29.97,0,5,2.7,0.0,39,42,38,59,41,89,32,34,93,69,32,27,51,66,44.0,3
Jonathan-Burkardt,GER,FWMF,42.9,Mainz 05,Bundesliga,21.0,34,0.38,0.13,0.3,1,1,11,603,424,70.32,76.6,72.9,60.0,3,27,3,11.11,10,1.14,36,81,44.44,1.74,0,0,30,52,0,44,137,24.36,0,22,3.65,0.0,70,62,76,31,47,65,21,45,37,13,69,33,48,25,44.0,2
